,kls=results&ty=por&q=0.44&ds=5&daa=500&scale=0.5,kls=results&ty=por&q=0.44&ds=10&daa=500&scale=1,kls=results&ty=por&q=0.44&ds=20&daa=500&scale=2,kls=results&ty=trad&q=0.44&ds=10&daa=500&scale=1,kls=analytical&ty=trad&q=0.44&ds=10.0&daa=0&scale=1
14.4,,,,,0.04114307118994098
14.7,,,,,0.03908566529713753
15.0,0.03955555555555555,0.042444444444444444,,0.025,0.03713590017418078
15.3,,,,,0.035287765656172865
15.6,,,,,0.03353561951352535
15.9,,,,,0.0318741619648083
16.2,,,,,0.030298412243379813
16.5,,,,,0.028803687022765145
16.8,,,,,0.0273855805274571
17.0,,0.03077777777777778,,0.015111111111111112,
17.1,,,,,0.026039946174729378
17.4,,,,,0.02476287960960033
17.7,,,,,0.02355070300958595
18.0,,,0.025111111111111112,,0.02239995054862931
18.3,,,,,0.02130735492082325
18.6,,,,,0.020269834834460876
18.9,,,,,0.019284483395727303
19.0,,0.026222222222222223,,0.01,
19.2,,,,,0.018348557309135427
19.5,,,,,0.017459466828726566
19.8,,,,,0.016614766400232073
20.5,,,,,0.014803687790817976
21.0,,0.01877777777777778,,0.005666666666666667,0.013635528530569374
21.5,,,,,0.012561964657212377
22.0,,,0.01911111111111111,,0.011575062008946424
22.5,0.021444444444444443,,,,0.010667584556388388
23.0,,,,,0.009832928879481062
23.5,,,,,0.00906506533288065
24.0,,,,,0.00835848514296833
24.5,,,,,0.007708152775861121
25.0,,,,,0.007109462998230898
25.5,,,,,0.006558202123590706
26.0,,,0.008777777777777778,,0.0060505129977967975
26.5,,,,,0.005582863330352739
27.0,,,,,0.005152017023940081
27.5,,,,,0.00475500819446395
28.0,,,,,0.0043891176086762185
28.5,,,,,0.004051851296838271
29.0,,,,,0.0037409211245257312
29.5,,,,,0.0034542271310814554
30.0,0.012666666666666666,0.009777777777777778,0.006111111111111111,0.00044444444444444447,0.003189841462822196
30.5,,,,,0.0029459937472702258
31.0,,,,,0.0027210577707424966
34.0,,,0.0038888888888888888,,
38.0,,,0.0035555555555555557,,
42.0,,,0.0022222222222222222,,
60.0,,,0.0013333333333333333,,
