,kls=results&ty=por&q=0.44&ds=1.25&daa=100&scale=0.125,kls=results&ty=por&q=0.44&ds=2.5&daa=100&scale=0.25,kls=results&ty=por&q=0.44&ds=5&daa=100&scale=0.5,kls=results&ty=por&q=0.44&ds=10&daa=100&scale=1,kls=results&ty=por&q=0.44&ds=20&daa=100&scale=2,kls=results&ty=trad&q=0.44&ds=10&daa=100&scale=1,kls=analytical&ty=trad&q=0.44&ds=10.0&daa=0&scale=1
2.4,,,,,,,0.40649807877981403
2.5,,,0.3622222222222222,,,,0.39679173704434734
2.6,,,,,,,0.3874164980381609
2.625,0.159,,,,,,
2.7,,,,,,,0.37835395931144233
2.75,,0.263,,,,,
2.8,,,,,,,0.3695873292566303
2.9,,,,,,,0.3611012313635722
3.0,,,0.31722222222222224,0.31866666666666665,,0.3025555555555556,0.35288153841954306
3.1,,,,,,,0.3449152312100019
3.2,,,,,,,0.3371902774111446
3.25,,0.2212222222222222,,,,,
3.3,,,,,,,0.3296955272354932
3.4,,,,,,,0.3224206230649943
3.5,,,0.27444444444444444,,,,0.3153559208314689
3.6,,,,,,,0.3084924213175543
3.7,,,,,,,0.3018217098788749
3.75,0.09944444444444445,0.19655555555555557,,,,,
3.8,,,,,,,0.29533590334969584
3.9,,,,,,,0.2890276031044733
4.0,,,,0.25,0.23872222222222222,0.22033333333333333,0.28288985341767536
4.1,,,,,,,0.2769161044025087
4.2,,,,,,,0.27110017892229876
4.25,,0.16444444444444445,,,,,
4.3,,,,,,,0.2654362429613051
4.4,,,,,,,0.25991877901865146
4.5,,,0.216,,,,0.2545425621529298
4.6,,,,,,,0.24930263835832844
4.7,,,,,,,0.2441943049978037
4.75,,0.1461111111111111,,,,,
4.8,,,,,,,0.23921309305639538
4.9,,,,,,,0.23435475100954173
5.0,,,,0.20633333333333334,,0.16433333333333333,0.22961523012817686
5.1,,,,,,,0.22499067106531045
5.2,,,,,,,0.22047739158836455
5.25,0.06011111111111111,0.13344444444444445,,,,,
5.3,,,,,,,0.2160718753383143
5.4,,,,,,,0.21177076151109553
5.5,,,0.17144444444444445,,,,0.20757083536917487
5.6,,,,,,,0.20346901950192942
5.7,,,,,,,0.19946236576280407
5.8,,,,,,,0.1955480478193229
5.9,,,,,,,0.19172335425909925
6.0,,,,0.17222222222222222,0.1618888888888889,0.11677777777777777,0.18798568220116796
6.1,,,,,,,0.18433253136737338
6.2,,,,,,,0.18076149857330504
6.3,,,,,,,0.17727027260245376
6.4,,,,,,,0.1738566294309547
6.5,,,0.14833333333333334,,,,0.17051842777354576
6.6,,,,,,,0.16725360492426156
6.7,,,,,,,0.16406017286794838
6.8,,,,,,,0.16093621464096775
6.9,,,,,,,0.15787988092148886
7.0,,,,0.14433333333333334,,0.08766666666666667,0.15488938683158437
7.1,,,,,,,0.1519630089349674
7.2,,,,,,,0.1490990824156596
7.3,,,,,,,0.14629599842418428
7.4,,,,,,,0.14355220157904924
7.5,0.035666666666666666,0.08255555555555555,0.12155555555555556,,,,0.14086618761233927
7.6,,,,,,,0.13823650114918706
7.7,,,,,,,0.1356617336117497
7.8,,,,,,,0.13314052123909093
7.9,,,,,,,0.130671543215076
8.0,,,,,0.11522222222222223,,0.12825351989701494
8.1,,,,,,,0.12588521113837325
8.2,,,,,,,0.12356541469938997
8.3,,,,,,,0.12129296473992235
8.4,,,,,,,0.11906673038926896
8.5,,,0.10266666666666667,,,,0.11688561438812217
8.6,,,,,,,0.1147485517981609
8.7,,,,,,,0.11265450877512684
8.8,,,,,,,0.11060248140152962
8.9,,,,,,,0.1085914945754044
9.0,,,,0.098,,0.04844444444444444,0.10662060095179915
9.1,,,,,,,0.10468887993390386
9.2,,,,,,,0.10279543671094793
9.3,,,,,,,0.10093940134018797
9.4,,,,,,,0.09911992787049517
9.5,,,0.08288888888888889,,,,0.09733619350521128
9.6,,,,,,,0.09558739780210546
9.7,,,,,,,0.09387276190840033
9.8,,,,,,,0.09219152782897089
9.9,,,,,,,0.09054295772594179
10.0,,,,,0.08533333333333333,,0.08892633324802035
10.1,,,,,,,0.08734095488800808
10.2,,,,,,,0.08578614136703167
10.3,,,,,,,0.08426122904412148
10.4,,,,,,,0.08276557134985263
10.5,,0.04833333333333333,0.079,,,,0.08129853824284028
10.6,,,,,,,0.07985951568795113
10.7,,,,,,,0.07844790515516431
10.8,,,,,,,0.0770631231380734
10.9,,,,,,,0.07570460069108431
11.0,,,,0.06944444444444445,,0.026333333333333334,0.07437178298441338
11.1,,,,,,,0.07306412887604441
11.2,,,,,,,0.07178111049985036
11.3,,,,,,,0.07052221286912874
11.4,,,,,,,0.06928693349484194
11.5,,,,,,,0.06807478201789274
11.6,,,,,,,0.06688527985480142
11.7,,,,,,,0.065717959856186
11.8,,,,,,,0.0645723659774764
11.9,,,,,,,0.06344805296132727
12.0,,,,,0.060222222222222226,,0.06234458603121862
12.1,,,,,,,0.061261540595763386
12.2,,,,,,,0.06019850196326115
12.3,,,,,,,0.059155065066067714
12.4,,,,,,,0.058130834194364156
12.5,,,,,,,0.057125422738935505
12.6,,,,,,,0.0561384529425869
12.7,,,,,,,0.055169555659842606
12.8,,,,,,,0.0542183701245913
12.9,,,,,,,0.05328454372535829
13.0,,,,0.05444444444444444,,0.013666666666666667,0.052367731787898664
13.1,,,,,,,0.05146759736482143
13.2,,,,,,,0.050583811031968406
13.3,,,,,,,0.049716050691284486
13.4,,,,,,,0.048864001379926636
13.5,,,,,,,0.04802735508537348
13.6,,,,,,,0.04720581056630613
13.7,,,,,,,0.04639907317904113
13.8,,,,,,,0.045606854709309363
13.9,,,,,,,0.0448288732091785
14.0,,,,,0.04455555555555556,,0.04406485283893202
14.1,,,,,,,0.043314523713720354
14.2,,,,,,,0.042577621754811834
14.3,,,,,,,0.04185388854527594
14.4,,,,,,,0.04114307118994098
14.5,,,,,,,0.040444922179472265
14.6,,,,,,,0.03975919925842575
14.7,,,,,,,0.03908566529713753
14.8,,,,,,,0.03842408816731435
14.9,,,,,,,0.037774240621198274
15.0,,0.025777777777777778,0.03688888888888889,0.03744444444444445,,0.00811111111111111,0.03713590017418078
15.1,,,,,,,0.03650884899074891
15.2,,,,,,,0.035892873773651135
15.3,,,,,,,0.035287765656172865
15.4,,,,,,,0.03469332009741832
15.5,,,,,,,0.03410933678049777
15.6,,,,,,,0.03353561951352535
15.7,,,,,,,0.032971976133332914
15.8,,,,,,,0.03241821841181369
15.9,,,,,,,0.0318741619648083
16.0,,,,,,,0.03133962616345154
16.1,,,,,,,0.030814434047902517
16.2,,,,,,,0.030298412243379813
16.3,,,,,,,0.0297913908784303
16.4,,,,,,,0.0292932035053608
16.5,,,,,,,0.028803687022765145
16.6,,,,,,,0.028322681600080113
16.7,,,,,,,0.027850030604110176
16.8,,,,,,,0.0273855805274571
16.9,,,,,,,0.026929180918799256
17.0,,,,0.03211111111111111,,0.005,0.026480684314962644
17.1,,,,,,,0.026039946174729378
17.2,,,,,,,0.025606824814332407
17.3,,,,,,,0.02518118134458558
17.4,,,,,,,0.02476287960960033
17.5,,,,,,,0.024351786127041253
17.6,,,,,,,0.023947770029878024
17.7,,,,,,,0.02355070300958595
17.8,,,,,,,0.023160459260756716
17.9,,,,,,,0.022776915427075828
18.0,,,,,0.024,,0.02239995054862931
18.1,,,,,,,0.02202944601049961
18.2,,,,,,,0.02166528549261615
18.3,,,,,,,0.02130735492082325
18.4,,,,,,,0.02095554241913189
18.5,,,,,,,0.020609738263121513
18.6,,,,,,,0.020269834834460876
18.7,,,,,,,0.0199357265765151
18.8,,,,,,,0.019607309951010565
18.9,,,,,,,0.019284483395727303
19.0,,,,0.02711111111111111,,0.002111111111111111,0.01896714728319182
19.1,,,,,,,0.018655203880341253
19.2,,,,,,,0.018348557309135427
19.3,,,,,,,0.01804711350808763
19.4,,,,,,,0.017750780194692783
19.5,,,,,,,0.017459466828726566
19.6,,,,,,,0.017173084576393105
19.7,,,,,,,0.016891546275299096
19.8,,,,,,,0.016614766400232073
19.9,,,,,,,0.016342661029721817
20.0,,,,,,,0.016075147813363833
20.1,,,,,,,0.015812145939886557
20.2,,,,,,,0.01555357610594088
20.3,,,,,,,0.015299360485594882
20.4,,,,,,,0.015049422700515347
20.5,,,,,,,0.014803687790817976
20.6,,,,,,,0.014562082186568959
20.7,,,,,,,0.014324533679922924
20.8,,,,,,,0.014090971397879293
20.9,,,,,,,0.013861325775642253
21.0,,,,0.019222222222222224,,0.0008888888888888889,0.013635528530569374
21.1,,,,,,,0.013413512636693992
21.2,,,,,,,0.01319521229980658
21.3,,,,,,,0.012980562933081696
21.4,,,,,,,0.012769501133237271
21.5,,,,,,,0.012561964657212377
21.6,,,,,,,0.012357892399351034
21.7,,,,,,,0.012157224369079955
21.8,,,,,,,0.011959901669068462
21.9,,,,,,,0.011765866473857134
22.0,,,,,0.015333333333333332,,0.011575062008946424
22.1,,,,,,,0.011387432530331698
22.2,,,,,,,0.011202923304476364
22.3,,,,,,,0.011021480588709776
22.4,,,,,,,0.010843051612042798
22.5,,,0.019666666666666666,,,,0.010667584556388388
22.6,,,,,,,0.010495028538180073
22.7,,,,,,,0.01032533359037624
22.8,,,,,,,0.010158450644844108
22.9,,,,,,,0.009994331515111643
23.0,,,,,,,0.009832928879481062
23.1,,,,,,,0.009674196264494173
23.2,,,,,,,0.009518088028741767
23.3,,,,,,,0.009364559347009083
23.4,,,,,,,0.009213566194749778
23.5,,,,,,,0.00906506533288065
23.6,,,,,,,0.008919014292889327
23.7,,,,,,,0.00877537136224893
23.8,,,,,,,0.008634095570131395
23.9,,,,,,,0.008495146673413334
24.0,,,,,,,0.00835848514296833
24.1,,,,,,,0.008224072150237682
24.2,,,,,,,0.008091869554074482
24.3,,,,,,,0.007961839887855593
24.4,,,,,,,0.00783394634685286
24.5,,,,,,,0.007708152775861121
24.6,,,,,,,0.007584423657074457
24.7,,,,,,,0.00746272409820703
24.8,,,,,,,0.007343019820852059
24.9,,,,,,,0.007225277149074394
25.0,,,,,,,0.007109462998230898
25.1,,,,,,,0.006995544864013548
25.2,,,,,,,0.006883490811712023
25.3,,,,,,,0.006773269465688125
25.4,,,,,,,0.006664849999060141
25.5,,,,,,,0.006558202123590706
25.6,,,,,,,0.006453296079775295
25.7,,,,,,,0.006350102627125098
25.8,,,,,,,0.0062485930346424245
25.9,,,,,,,0.006148739071482057
26.0,,,,,0.008222222222222223,,0.0060505129977967975
26.1,,,,,,,0.005953887555761539
26.2,,,,,,,0.005858835960772857
26.3,,,,,,,0.005765331892820802
26.4,,,,,,,0.005673349488027779
26.5,,,,,,,0.005582863330352739
26.6,,,,,,,0.0054938484434557955
26.7,,,,,,,0.00540628028272061
26.8,,,,,,,0.005320134727431203
26.9,,,,,,,0.005235388073099312
27.0,,,,,,,0.005152017023940081
27.1,,,,,,,0.005069998685492627
27.2,,,,,,,0.004989310557381499
27.3,,,,,,,0.004909930526217909
27.4,,,,,,,0.004831836858636196
27.5,,,,,,,0.00475500819446395
27.6,,,,,,,0.004679423540021932
27.7,,,,,,,0.004605062261552217
27.8,,,,,,,0.004531904078770466
27.9,,,,,,,0.004459929058541867
28.0,,,,,,,0.0043891176086762185
28.1,,,,,,,0.004319450471840347
28.2,,,,,,,0.004250908719586444
28.3,,,,,,,0.0041834737464924165
28.4,,,,,,,0.004117127264412712
28.5,,,,,,,0.004051851296838271
28.6,,,,,,,0.003987628173361291
28.7,,,,,,,0.003924440524244233
28.8,,,,,,,0.0038622712750915333
28.9,,,,,,,0.003801103641619674
29.0,,,,,,,0.0037409211245257312
29.1,,,,,,,0.0036817075044517367
29.2,,,,,,,0.003623446837042965
29.3,,,,,,,0.003566123448097147
29.4,,,,,,,0.00350972192880572
29.5,,,,,,,0.0034542271310814554
29.6,,,,,,,0.0033996241629743462
29.7,,,,,,,0.0033458983841712087
29.8,,,,,,,0.003293035401578659
29.9,,,,,,,0.0032410210649885807
30.0,,,0.012888888888888889,0.01,0.0054444444444444445,0.00022222222222222223,0.003189841462822196
30.1,,,,,,,0.0031394829179535177
30.2,,,,,,,0.0030899319836090733
30.3,,,,,,,0.0030411754393432355
30.4,,,,,,,0.00299320028708705
30.5,,,,,,,0.0029459937472702258
30.6,,,,,,,0.0028995432550130706
30.7,,,,,,,0.002853836456388814
30.8,,,,,,,0.0028088612047537653
30.9,,,,,,,0.0027646055571449724
31.0,,,,,,,0.0027210577707424966
31.1,,,,,,,0.002678206299396857
34.0,,,,,0.004555555555555556,,
38.0,,,,,0.0032222222222222222,,
42.0,,,,,0.0024444444444444444,,
60.0,,,,,0.001,,
