,kls=results&ty=por&q=0.4&ds=1.25&daa=500&scale=0.25,kls=results&ty=por&q=0.4&ds=2.5&daa=500&scale=0.5,kls=results&ty=por&q=0.4&ds=5&daa=500&scale=1,kls=results&ty=por&q=0.4&ds=10&daa=500&scale=2,kls=results&ty=por&q=0.4&ds=20&daa=500&scale=4,kls=results&ty=trad&q=0.4&ds=5&daa=500&scale=1,kls=analytical&ty=trad&q=0.4&ds=5.0&daa=0&scale=1
9.0,,,0.06444444444444444,,,0.05277777777777778,0.055944967986695016
9.2,,,,,,,0.053272897313973666
9.4,,,,,,,0.050735591944746083
9.5,,0.042222222222222223,,,,,
9.6,,,,,,,0.04832569169618617
9.8,,,,,,,0.0460362864600542
10.0,,,,0.04622222222222222,,,0.04386088426017043
10.2,,,,,,,0.04179338200940097
10.4,,,,,,,0.039828038693375256
10.5,0.018222222222222223,0.034555555555555555,,,,,
10.6,,,,,,,0.03795945074060014
10.8,,,,,,,0.03618252936664046
11.0,,,0.04522222222222222,,,0.03122222222222222,0.034492479704296475
11.2,,,,,,,0.03288478155277219
11.4,,,,,,,0.031355171597179154
11.6,,,,,,,0.029899626965751658
11.8,,,,,,,0.028514350006186073
12.0,,,,0.03233333333333333,0.034,,0.027195754174843767
12.2,,,,,,,0.0259404509434058
12.4,,,,,,,0.02474523763714498
12.6,,,,,,,0.023607086127441
12.8,,,,,,,0.02252313230867542
13.0,,,0.03288888888888889,,,0.019,0.021490666296301142
13.2,,,,,,,0.020507123288820872
13.4,,,,,,,0.01957007504169428
13.6,,,,,,,0.01867722190592469
13.8,,,,,,,0.01782638538830894
14.0,,,,0.02011111111111111,,,0.01701550119412909
14.2,,,,,,,0.016242612716476423
14.4,,,,,,,0.015505864939469038
14.6,,,,,,,0.014803498725388664
14.8,,,,,,,0.014133845458265348
15.0,0.008666666666666666,0.018555555555555554,0.029111111111111112,,,0.010333333333333333,0.013495322018694855
15.2,,,,,,,0.012886426066720524
15.4,,,,,,,0.012305731611469084
15.6,,,,,,,0.011751884847915006
15.8,,,,,,,0.011223600242678877
16.0,,,,,0.014888888888888889,,0.010719656852165027
16.2,,,,,,,0.010238894857614755
16.4,,,,,,,0.009780212302814228
16.6,,,,,,,0.00934256202125816
16.8,,,,,,,0.008924948740544503
17.0,,,0.019333333333333334,,,0.0074444444444444445,0.00852642635266343
17.2,,,,,,,0.008146095339664372
17.4,,,,,,,0.007783100344932348
17.6,,,,,,,0.007436627880994973
17.8,,,,,,,0.007105904165418453
18.0,,,,0.011666666666666667,,,0.0067901930769309615
18.2,,,,,,,0.006488794224454919
18.4,,,,,,,0.006201041122222861
18.6,,,,,,,0.005926299464613538
18.8,,,,,,,0.005663965494767109
19.0,,,0.01577777777777778,,,0.0036666666666666666,0.005413464461432871
19.2,,,,,,,0.005174249158863664
19.4,,,,,,,0.004945798544910063
19.6,,,,,,,0.0047276164327795245
19.8,,,,,,,0.004519230252214013
20.0,,,,,0.008222222222222223,,0.00432018987611027
21.0,,0.011888888888888888,0.014,,,0.002,0.00345085633961828
22.0,,,,0.006333333333333333,,,0.0027587628763555694
23.0,,,,,,0.0006666666666666666,0.002207172587041506
24.0,,,,,0.0028888888888888888,,0.00176712394987244
25.0,,,,,,0.0006666666666666666,0.001415740909477048
26.0,,,,0.004333333333333333,,,0.0011349227686801022
27.0,,,,,,0.00044444444444444447,0.0009103248881473514
28.0,,,,,0.0017777777777777779,,0.0007305631342682251
29.0,,,,,,0.0005555555555555556,0.0005865912152678288
30.0,,0.007555555555555556,0.006666666666666667,0.003111111111111111,,0.0,0.0004712121112164791
31.0,,,,,,,0.00037869385764488506
32.0,,,,,,0.0,
34.0,,,,0.0032222222222222222,,,
35.0,,,,,,0.0,
36.0,,,,,0.0006666666666666666,,
38.0,,,,0.0023333333333333335,,0.00011111111111111112,
42.0,,,,0.0016666666666666668,,0.0,
44.0,,,,,0.0003333333333333333,,
45.0,,,0.003777777777777778,,,,
50.0,,,,,,0.0,
52.0,,,,,0.0003333333333333333,,
60.0,,,0.0038888888888888888,0.0012222222222222222,0.0003333333333333333,0.0,
68.0,,,,,0.00044444444444444447,,
76.0,,,,,0.00011111111111111112,,
84.0,,,,,0.0005555555555555556,,
120.0,,,,,0.00011111111111111112,,
