,kls=results&ty=por&q=0.4&ds=1.25&daa=100&scale=0.25,kls=results&ty=por&q=0.4&ds=2.5&daa=100&scale=0.5,kls=results&ty=por&q=0.4&ds=5&daa=100&scale=1,kls=results&ty=por&q=0.4&ds=10&daa=100&scale=2,kls=results&ty=por&q=0.4&ds=20&daa=100&scale=4,kls=results&ty=trad&q=0.4&ds=5&daa=100&scale=1,kls=analytical&ty=trad&q=0.4&ds=5.0&daa=0&scale=1
26.4,,,,,,,0.0010390336100097874
26.6,,,,,,,0.0009942045541626587
26.8,,,,,,,0.0009513304496232555
27.0,,,,,,,0.0009103248881473514
27.2,,,,,,,0.0008711053466823326
27.4,,,,,,,0.000833593008787048
27.6,,,,,,,0.000797712594496458
27.8,,,,,,,0.0007633921982186376
28.0,,,,,0.0013333333333333333,,0.0007305631342682251
28.2,,,,,,,0.0006991597896665036
28.4,,,,,,,0.0006691194838517323
28.6,,,,,,,0.0006403823349652171
28.8,,,,,,,0.0006128911323941555
29.0,,,,,,,0.0005865912152678288
29.2,,,,,,,0.0005614303566211509
29.4,,,,,,,0.0005373586529514585
29.6,,,,,,,0.0005143284189099706
29.8,,,,,,,0.0004922940868811176
30.0,,0.006222222222222222,0.008555555555555556,0.0032222222222222222,,0.0,0.0004712121112164791
30.2,,,,,,,0.0004510408769005103
30.4,,,,,,,0.0004317406124371148
30.6,,,,,,,0.0004132733067557792
30.8,,,,,,,0.0003956026299470894
31.0,,,,,,,0.00037869385764488506
31.2,,,,,,,0.00036251379888452284
34.0,,,,0.0023333333333333335,,,
36.0,,,,,0.0003333333333333333,,
38.0,,,,0.0022222222222222222,,,
42.0,,,,0.0016666666666666668,,,
44.0,,,,,0.0005555555555555556,,
45.0,,,0.0044444444444444444,,,,
52.0,,,,,0.0003333333333333333,,
60.0,,,0.003,0.001,0.00011111111111111112,,
68.0,,,,,0.00011111111111111112,,
76.0,,,,,0.00011111111111111112,,
84.0,,,,,0.0,,
120.0,,,,,0.00011111111111111112,,
