,kls=results&ty=por&q=0.48&ds=1.25&daa=500&scale=0.125,kls=results&ty=por&q=0.48&ds=2.5&daa=500&scale=0.25,kls=results&ty=por&q=0.48&ds=5&daa=500&scale=0.5,kls=results&ty=por&q=0.48&ds=10&daa=500&scale=1,kls=results&ty=por&q=0.48&ds=20&daa=500&scale=2,kls=results&ty=trad&q=0.48&ds=10&daa=500&scale=1,kls=analytical&ty=trad&q=0.48&ds=10.0&daa=0&scale=1
9.9,,,,,,,0.5738674832940751
10.0,,,,,0.5435555555555556,,0.5719343056245177
10.1,,,,,,,0.5700138714621581
10.2,,,,,,,0.5681060018829123
10.3,,,,,,,0.5662105222331693
10.4,,,,,,,0.5643272619862167
10.5,,0.3478888888888889,0.44477777777777777,,,,0.5624560546048447
10.6,,,,,,,0.5605967374098046
10.7,,,,,,,0.5587491514538216
10.8,,,,,,,0.556913141400875
10.9,,,,,,,0.5550885554104801
11.0,,,,0.48088888888888887,,0.4817777777777778,0.5532752450267192
11.1,,,,,,,0.5514730650717867
11.2,,,,,,,0.5496818735438227
11.3,,,,,,,0.5479015315188281
11.4,,,,,,,0.5461319030564618
11.5,,,,,,,0.5443728551095336
11.6,,,,,,,0.542624257437017
11.7,,,,,,,0.5408859825204155
11.8,,,,,,,0.5391579054833247
11.9,,,,,,,0.5374399040140434
12.0,,,,,0.49522222222222223,,0.5357318582910916
12.1,,,,,,,0.534033650911504
12.2,,,,,,,0.5323451668217725
12.3,,,,,,,0.5306662932513189
12.4,,,,,,,0.5289969196483859
12.5,,,,,,,0.5273369376182384
12.6,,,,,,,0.5256862408635747
12.7,,,,,,,0.5240447251270515
12.8,,,,,,,0.5224122881358298
12.9,,,,,,,0.52078882954806
13.0,,,,0.43755555555555553,,0.44733333333333336,0.5191742509012167
13.1,,,,,,,0.5175684555622123
13.2,,,,,,,0.5159713486792101
13.3,,,,,,,0.5143828371350692
13.4,,,,,,,0.5128028295023523
13.5,,,,,,,0.511231235999835
13.6,,,,,,,0.5096679684504509
13.7,,,,,,,0.5081129402406213
13.8,,,,,,,0.506566066280908
13.9,,,,,,,0.5050272629679409
14.0,,,,,0.4696666666666667,,0.5034964481475686
14.1,,,,,,,0.5019735410791824
14.2,,,,,,,0.5004584624011734
14.3,,,,,,,0.49895113409747216
14.4,,,,,,,0.49745147946513524
14.5,,,,,,,0.4959594230829354
14.6,,,,,,,0.49447489078091955
14.7,,,,,,,0.49299780961089623
14.8,,,,,,,0.4915281078178204
14.9,,,,,,,0.49006571481203975
15.0,,0.266,0.3661111111111111,0.401,,0.4101111111111111,0.48861056114237367
15.1,,,,,,,0.48716257846999167
15.2,,,,,,,0.48572169954306466
15.3,,,,,,,0.4842878581721597
15.4,,,,,,,0.48286098920635245
15.5,,,,,,,0.4814410285100317
15.6,,,,,,,0.48002791294037084
15.7,,,,,,,0.47862158032544433
15.8,,,,,,,0.47722196944296513
15.9,,,,,,,0.4758290199996229
16.0,,,,,,,0.4744426726110008
16.1,,,,,,,0.47306286878205295
16.2,,,,,,,0.47168955088812226
16.3,,,,,,,0.4703226621564801
16.4,,,,,,,0.468962146648372
16.5,,,,,,,0.46760794924155036
16.6,,,,,,,0.46626001561327957
16.7,,,,,,,0.4649182922237973
16.8,,,,,,,0.46358272630021746
16.9,,,,,,,0.46225326582085957
17.0,,,,0.3801111111111111,,0.38055555555555554,0.46092985949999243
17.1,,,,,,,0.45961245677297613
17.2,,,,,,,0.45830100778179284
17.3,,,,,,,0.4569954633609512
17.4,,,,,,,0.4556957750237546
17.5,,,,,,,0.45440189494892
17.6,,,,,,,0.45311377596753855
17.7,,,,,,,0.45183137155036557
17.8,,,,,,,0.45055463579542976
17.9,,,,,,,0.4492835234159539
18.0,,,,,0.41355555555555557,,0.44801798972857476
18.1,,,,,,,0.44675799064185506
18.2,,,,,,,0.445503482645078
18.3,,,,,,,0.44425442279731553
18.4,,,,,,,0.4430107687167629
18.5,,,,,,,0.44177247857033175
18.6,,,,,,,0.4405395110634922
18.7,,,,,,,0.4393118254303593
18.8,,,,,,,0.4380893814240151
18.9,,,,,,,0.4368721393070597
19.0,,,,0.35777777777777775,,0.3511111111111111,0.43566005984238443
19.1,,,,,,,0.43445310428416195
19.2,,,,,,,0.43325123436904545
19.3,,,,,,,0.43205441230757247
19.4,,,,,,,0.4308626007757662
19.5,,,,,,,0.42967576290692977
19.6,,,,,,,0.42849386228362774
19.7,,,,,,,0.4273168629298493
19.8,,,,,,,0.42614472930334846
19.9,,,,,,,0.42497742628815693
20.0,,,,,,,0.423814919187263
20.1,,,,,,,0.4226571737154543
20.2,,,,,,,0.4215041559923186
20.3,,,,,,,0.4203558325353982
20.4,,,,,,,0.4192121702534951
20.5,,,,,,,0.4180731364401211
20.6,,,,,,,0.41693869876709067
20.7,,,,,,,0.41580882527825147
20.8,,,,,,,0.4146834843833501
20.9,,,,,,,0.4135626448520284
21.0,,,,0.3422222222222222,,0.30933333333333335,0.41244627580794746
21.1,,,,,,,0.41133434672303604
21.2,,,,,,,0.41022682741186045
21.3,,,,,,,0.40912368802611165
21.4,,,,,,,0.40802489904920813
21.5,,,,,,,0.4069304312910099
21.6,,,,,,,0.40584025588264305
21.7,,,,,,,0.40475434427142887
21.8,,,,,,,0.4036726682159185
21.9,,,,,,,0.40259519978102776
22.0,,,,,0.3615555555555556,,0.40152191133327075
22.1,,,,,,,0.4004527755360897
22.2,,,,,,,0.3993877653452791
22.3,,,,,,,0.39832685400449996
22.4,,,,,,,0.39727001504088555
22.5,,,,,,,0.39621722226073186
22.6,,,,,,,0.39516844974527454
22.7,,,,,,,0.39412367184654873
22.8,,,,,,,0.39308286318332897
22.9,,,,,,,0.39204599863714873
23.0,,,,,,,0.3910130533483972
23.1,,,,,,,0.3899840027124909
23.2,,,,,,,0.3889588223761191
23.3,,,,,,,0.387937488233561
23.4,,,,,,,0.38691997642307296
23.5,,,,,,,0.385906263323344
23.6,,,,,,,0.38489632555001885
23.7,,,,,,,0.3838901399522855
23.8,,,,,,,0.38288768360952696
23.9,,,,,,,0.3818889338280358
24.0,,,,,,,0.3808938681377888
24.1,,,,,,,0.37990246428928187
24.2,,,,,,,0.37891470025042295
24.3,,,,,,,0.37793055420348154
24.4,,,,,,,0.3769500045420945
24.5,,,,,,,0.37597302986832526
24.6,,,,,,,0.37499960898977747
24.7,,,,,,,0.3740297209167598
24.8,,,,,,,0.3730633448595011
24.9,,,,,,,0.3721004602254171
25.0,,,,,,,0.37114104661642355
25.1,,,,,,,0.370185083826299
25.2,,,,,,,0.369232551838092
25.3,,,,,,,0.3682834308215762
25.4,,,,,,,0.36733770113074793
25.5,,,,,,,0.36639534330136847
25.6,,,,,,,0.36545633804854905
25.7,,,,,,,0.36452066626437707
25.8,,,,,,,0.3635883090155838
25.9,,,,,,,0.36265924754125134
26.0,,,,,0.3293333333333333,,0.36173346325055966
26.1,,,,,,,0.36081093772057127
26.2,,,,,,,0.35989165269405365
26.3,,,,,,,0.3589755900773389
26.4,,,,,,,0.3580627319382188
26.5,,,,,,,0.3571530605038752
26.6,,,,,,,0.35624655815884554
26.7,,,,,,,0.3553432074430215
26.8,,,,,,,0.35444299104968113
26.9,,,,,,,0.35354589182355345
27.0,,,,,,,0.35265189275891506
27.1,,,,,,,0.35176097699771736
27.2,,,,,,,0.35087312782774494
27.3,,,,,,,0.34998832868080343
27.4,,,,,,,0.34910656313093724
27.5,,,,,,,0.3482278148926752
27.6,,,,,,,0.3473520678193054
27.7,,,,,,,0.34647930590117704
27.8,,,,,,,0.34560951326402944
27.9,,,,,,,0.3447426741673474
28.0,,,,,,,0.3438787730027436
28.1,,,,,,,0.34301779429236534
28.2,,,,,,,0.3421597226873264
28.3,,,,,,,0.3413045429661651
28.4,,,,,,,0.3404522400333235
28.5,,,,,,,0.33960279891765377
28.6,,,,,,,0.33875620477094426
28.7,,,,,,,0.33791244286647104
28.8,,,,,,,0.33707149859757013
28.9,,,,,,,0.3362333574762322
29.0,,,,,,,0.3353980051317188
29.1,,,,,,,0.33456542730919925
29.2,,,,,,,0.3337356098684089
29.3,,,,,,,0.3329085387823266
29.4,,,,,,,0.33208420013587336
29.5,,,,,,,0.3312625801246297
29.6,,,,,,,0.33044366505357226
29.7,,,,,,,0.32962744133582944
29.8,,,,,,,0.32881389549145545
29.9,,,,,,,0.3280030141462229
30.0,,,,0.2578888888888889,0.2962222222222222,0.21055555555555555,0.327194784030432
30.1,,,,,,,0.3263891919777391
30.2,,,,,,,0.3255862249240007
30.3,,,,,,,0.324785869906135
30.4,,,,,,,0.3239881140610007
30.5,,,,,,,0.3231929446242905
30.6,,,,,,,0.32240034892944236
30.7,,,,,,,0.32161031440656507
30.8,,,,,,,0.3208228285813799
30.9,,,,,,,0.320037879074177
31.0,,,,,,,0.3192554535987876
31.1,,,,,,,0.3184755399615695
31.2,,,,,,,0.31769812606040804
31.3,,,,,,,0.3169231998837302
31.4,,,,,,,0.3161507495095337
31.5,,,,,,,0.315380763104429
31.6,,,,,,,0.3146132289226945
31.7,,,,,,,0.3138481353053454
31.8,,,,,,,0.31308547067921555
31.9,,,,,,,0.3123252235560515
32.0,,,,,,,0.31156738253161964
32.1,,,,,,,0.31081193628482495
32.2,,,,,,,0.3100588735768426
32.3,,,,,,,0.30930818325026066
32.4,,,,,,,0.3085598542282356
32.5,,,,,,,0.30781387551365735
32.6,,,,,,,0.30707023618832807
32.7,,,,,,,0.30632892541215007
32.8,,,,,,,0.30558993242232546
32.9,,,,,,,0.3048532465325665
33.0,,,,,,,0.3041188571323169
33.1,,,,,,,0.3033867536859822
33.2,,,,,,,0.30265692573217207
33.3,,,,,,,0.301929362882951
33.4,,,,,,,0.30120405482310053
33.5,,,,,,,0.30048099130938966
33.6,,,,,,,0.29976016216985624
33.7,,,,,,,0.2990415573030961
33.8,,,,,,,0.2983251666775635
33.9,,,,,,,0.2976109803308786
34.0,,,,,0.2677777777777778,,0.29689898836914574
34.1,,,,,,,0.2961891809662789
34.2,,,,,,,0.2954815483633374
34.3,,,,,,,0.29477608086786866
34.4,,,,,,,0.29407276885326084
34.5,,,,,,,0.29337160275810215
34.6,,,,,,,0.29267257308554995
34.7,,,,,,,0.29197567040270667
34.8,,,,,,,0.29128088534000385
34.9,,,,,,,0.29058820859059487
35.0,,,,,,,0.28989763090975373
35.1,,,,,,,0.2892091431142826
35.2,,,,,,,0.2885227360819268
35.3,,,,,,,0.2878384007507958
35.4,,,,,,,0.2871561281187933
35.5,,,,,,,0.28647590924305255
35.6,,,,,,,0.2857977352393799
35.7,,,,,,,0.28512159728170483
35.8,,,,,,,0.2844474866015365
35.9,,,,,,,0.28377539448742717
36.0,,,,,,,0.28310531228444236
36.1,,,,,,,0.2824372313936372
36.2,,,,,,,0.28177114327153896
36.3,,,,,,,0.28110703942963655
36.4,,,,,,,0.2804449114338753
36.5,,,,,,,0.27978475090415855
36.6,,,,,,,0.27912654951385496
36.7,,,,,,,0.2784702989893115
36.8,,,,,,,0.2778159911093725
36.9,,,,,,,0.2771636177049047
37.0,,,,,,,0.27651317065832715
37.1,,,,,,,0.2758646419031475
37.2,,,,,,,0.2752180234235033
37.3,,,,,,,0.274573307253709
37.4,,,,,,,0.27393048547780763
37.5,,,,,,,0.2732895502291288
37.6,,,,,,,0.27265049368985095
37.7,,,,,,,0.2720133080905689
37.8,,,,,,,0.2713779857098667
37.9,,,,,,,0.2707445188738956
38.0,,,,,0.2451111111111111,,0.2701128999559558
38.1,,,,,,,0.2694831213760841
38.2,,,,,,,0.26885517560064653
38.3,,,,,,,0.2682290551419342
38.4,,,,,,,0.26760475255776517
38.5,,,,,,,0.2669822604510902
38.6,,,,,,,0.26636157146960326
38.7,,,,,,,0.26574267830535603
38.8,,,,,,,0.26512557369437717
38.9,,,,,,,0.26451025041629606
39.0,,,,,,,0.2638967012939699
39.1,,,,,,,0.26328491919311603
39.2,,,,,,,0.2626748970219477
39.3,,,,,,,0.26206662773081413
39.4,,,,,,,0.2614601043118443
39.5,,,,,,,0.26085531979859555
39.6,,,,,,,0.2602522672657047
39.7,,,,,,,0.25965093982854437
39.8,,,,,,,0.259051330642882
39.9,,,,,,,0.2584534329045436
40.0,,,,,,,0.25785723984908016
40.1,,,,,,,0.25726274475143873
40.2,,,,,,,0.2566699409256361
40.3,,,,,,,0.25607882172443697
40.4,,,,,,,0.2554893805390348
40.5,,,,,,,0.25490161079873663
40.6,,,,,,,0.2543155059706509
40.7,,,,,,,0.25373105955937925
40.8,,,,,,,0.25314826510671096
40.9,,,,,,,0.25256711619132066
41.0,,,,,,,0.2519876064284702
41.1,,,,,,,0.25140972946971263
41.2,,,,,,,0.25083347900259945
41.3,,,,,,,0.25025884875039195
41.4,,,,,,,0.24968583247177412
41.5,,,,,,,0.24911442396056993
41.6,,,,,,,0.2485446170454627
41.7,,,,,,,0.24797640558971779
41.8,,,,,,,0.24740978349090814
41.9,,,,,,,0.24684474468064244
42.0,,,,,0.22633333333333333,,0.24628128312429676
42.1,,,,,,,0.24571939282074828
42.2,,,,,,,0.24515906780211183
42.3,,,,,,,0.24460030213347994
42.4,,,,,,,0.24404308991266432
42.5,,,,,,,0.24348742526994116
42.6,,,,,,,0.24293330236779864
42.7,,,,,,,0.24238071540068618
42.8,,,,,,,0.2418296585947679
42.9,,,,,,,0.24128012620767725
43.0,,,,,,,0.24073211252827453
43.1,,,,,,,0.24018561187640708
43.2,,,,,,,0.23964061860267183
43.3,,,,,,,0.23909712708817965
43.4,,,,,,,0.2385551317443233
43.5,,,,,,,0.23801462701254628
43.6,,,,,,,0.237475607364115
43.7,,,,,,,0.23693806729989308
43.8,,,,,,,0.23640200135011724
43.9,,,,,,,0.2358674040741764
44.0,,,,,,,0.2353342700603922
44.1,,,,,,,0.23480259392580205
44.2,,,,,,,0.23427237031594428
44.3,,,,,,,0.23374359390464516
44.4,,,,,,,0.2332162593938084
44.5,,,,,,,0.23269036151320666
44.6,,,,,,,0.2321658950202744
44.7,,,,,,,0.2316428546999042
44.8,,,,,,,0.23112123536424334
44.9,,,,,,,0.23060103185249348
45.0,,,,,,,0.23008223903071223
45.1,,,,,,,0.22956485179161612
45.2,,,,,,,0.22904886505438593
45.3,,,,,,,0.22853427376447333
45.4,,,,,,,0.22802107289341034
45.5,,,,,,,0.2275092574386195
45.6,,,,,,,0.22699882242322678
45.7,,,,,,,0.22648976289587552
45.8,,,,,,,0.2259820739305427
45.9,,,,,,,0.22547575062635683
46.0,,,,,,,0.22497078810741733
46.1,,,,,,,0.22446718152261558
60.0,,,,,0.15511111111111112,,
